JVASP-37406,26.612
JVASP-28966,12.563
mp-1201802,6.81
JVASP-53535,20.394
JVASP-115165,9.416
JVASP-103280,0.692
JVASP-111071,7.334
JVASP-28869,4.11
JVASP-123708,21.77
mp-27724,4.31
JVASP-53640,60.705
JVASP-3285,19.298
JVASP-8768,23.363
JVASP-39310,182.231
mp-9490,11.56
JVASP-28770,6.428
JVASP-109363,27.315
JVASP-2397,4.179
JVASP-53273,21.645
JVASP-107267,56.057
JVASP-46103,7.001
JVASP-28410,78.521
JVASP-28585,3.785
JVASP-105499,61.31
JVASP-103468,0.477
mp-34467,11.92
